Index;Date de la demande;Année de naissance;sexe;nb_enfants_conduite_accompagne;nb_enfants_;points_perdus_;revenus_;val_residence_princ_;usage_vehicule;type_vehicule;age_vehicule_;type_conduite;formule;tarif_devis_;Code postal;
311;01/05/2022;1976;F;non;0;0;0 - 15 000;0;Commercial;Minivan;entre 10 et 15;z_Highly Rural/ Rural;dev_express;entre 200 et 300;10800;
312;01/05/2022;1988;M;non;0;0;40 000 - 60 000;150 000 - 250 000;Commercial;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;74540;
313;01/05/2022;1985;M;non;0;0;25 000 - 40 000;150 000 - 250 000;Private;Minivan;entre 4 et 10;z_Highly Rural/ Rural;dev_premium;entre 400 et 500;59220;
314;01/05/2022;1957;M;oui;entre 1 et 2;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Private;Sports Car;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;61100;
315;01/04/2022;1962;F;non;entre 1 et 2;entre 1 et 6;60 000+;250 000 - 400 000;Private;Pickup;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;94000;
316;01/02/2022;2003;M;non;0;0;15 000 - 25 000;0;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;32600;
317;01/04/2022;1941;M;non;0;0;60 000+;0;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_premium;entre 300 et 400;38800;
318;01/03/2022;2012;F;non;0;0;25 000 - 40 000;150 000 - 250 000;Commercial;Panel Truck;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;45200;
319;01/01/2022;1974;F;non;3+;0;0 - 15 000;80 000 - 150 000;Private;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_express;entre 200 et 300;38360;
320;01/03/2022;1939;M;oui;entre 1 et 2;0;0 - 15 000;0;Private;Pickup;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;78700;
321;01/01/2022;1962;F;non;0;0;60 000+;250 000 - 400 000;Private;Van;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;39100;
322;01/04/2022;1931;F;oui;entre 1 et 2;0;15 000 - 25 000;80 000 - 150 000;Private;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;69004;
323;01/01/2022;1950;F;non;0;0;60 000+;150 000 - 250 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;47110;
324;01/05/2022;1979;F;non;entre 1 et 2;entre 7 et 11;15 000 - 25 000;80 000 - 150 000;Commercial;Pickup;entre 1 et 3;z_Highly Rural/ Rural;dev_express;entre 200 et 300;34970;
325;01/05/2022;1968;F;non;entre 1 et 2;entre 1 et 6;25 000 - 40 000;0;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;8000;
326;01/02/2022;2018;M;non;0;entre 1 et 6;60 000+;0;Commercial;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;76690;
327;01/02/2022;1951;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;87000;
328;01/03/2022;1962;F;non;0;entre 1 et 6;25 000 - 40 000;0;Commercial;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;18000;
329;01/03/2022;1970;F;non;0;entre 1 et 6;40 000 - 60 000;0;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;12170;
330;01/05/2022;1963;F;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_premium;entre 400 et 500;91230;
331;01/01/2022;1973;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_vip;entre 600 et 700;93800;
332;01/02/2022;1942;M;oui;3+;0;15 000 - 25 000;80 000 - 150 000;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;78300;
333;01/02/2022;1988;M;non;0;0;25 000 - 40 000;150 000 - 250 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;91100;
334;01/04/2022;1971;M;non;entre 1 et 2;0;25 000 - 40 000;150 000 - 250 000;Commercial;Van;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 200 et 300;88550;
335;01/03/2022;1958;F;non;3+;entre 1 et 6;60 000+;150 000 - 250 000;Commercial;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;43200;
336;01/03/2022;1976;F;non;entre 1 et 2;0;60 000+;250 000 - 400 000;Private;z_SUV;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;13790;
337;01/02/2022;2006;M;non;0;0;40 000 - 60 000;0;Private;Sports Car;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;48100;
338;01/05/2022;1973;M;non;0;0;40 000 - 60 000;150 000 - 250 000;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;20000;
339;01/04/2022;1984;M;non;entre 1 et 2;0;60 000+;250 000 - 400 000;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;95000;
340;01/01/2022;1993;F;oui;entre 1 et 2;entre 1 et 6;0 - 15 000;0;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;63250;
341;01/03/2022;1962;M;non;3+;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Panel Truck;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;11260;
342;01/01/2022;1942;M;non;entre 1 et 2;0;40 000 - 60 000;150 000 - 250 000;Commercial;Sports Car;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;32100;
343;01/05/2022;1988;M;non;0;entre 7 et 11;60 000+;250 000 - 400 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;18190;
344;01/04/2022;1949;M;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Commercial;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;16500;
345;01/01/2022;1968;M;non;0;entre 1 et 6;60 000+;0;Commercial;Van;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;13012;
346;01/03/2022;1968;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;z_SUV;non renseigné;Highly Urban/ Urban;dev_premium;entre 400 et 500;69460;
347;01/02/2022;2000;F;non;0;entre 7 et 11;60 000+;0;Commercial;Panel Truck;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;93130;
348;01/03/2022;2003;F;non;entre 1 et 2;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Panel Truck;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;46000;
349;01/04/2022;1942;F;non;0;0;0 - 15 000;80 000 - 150 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;20290;
350;01/01/2022;1988;M;non;0;0;15 000 - 25 000;150 000 - 250 000;Private;Sports Car;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;39100;
351;01/01/2022;1936;F;oui;entre 1 et 2;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_vip;entre 600 et 700;19270;
352;01/01/2022;1994;M;non;0;0;40 000 - 60 000;150 000 - 250 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;38080;
353;01/01/2022;1956;M;non;entre 1 et 2;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;56400;
354;01/05/2022;1941;F;non;0;entre 7 et 11;60 000+;0;Private;Sports Car;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;81200;
355;01/03/2022;1943;M;non;3+;0;60 000+;250 000 - 400 000;Commercial;Panel Truck;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;57230;
356;01/01/2022;1974;F;non;3+;entre 1 et 6;60 000+;0;Private;Minivan;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;73300;
357;01/04/2022;1970;F;non;0;0;0 - 15 000;150 000 - 250 000;Private;z_SUV;15+;Highly Urban/ Urban;dev_integral;entre 200 et 300;40420;
358;01/05/2022;1993;M;non;entre 1 et 2;0;60 000+;0;Commercial;Panel Truck;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;90370;
359;01/05/2022;2018;M;non;entre 1 et 2;0;25 000 - 40 000;80 000 - 150 000;Private;Pickup;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;66210;
360;01/01/2022;1971;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Pickup;entre 10 et 15;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;15210;
361;01/05/2022;1966;F;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Private;Van;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;37300;
362;01/03/2022;1951;M;non;3+;0;25 000 - 40 000;80 000 - 150 000;Commercial;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_premium;entre 400 et 500;42000;
363;01/05/2022;2004;M;non;3+;entre 1 et 6;40 000 - 60 000;0;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;7430;
364;01/01/2022;1969;F;non;entre 1 et 2;0;40 000 - 60 000;0;Private;Minivan;entre 1 et 3;z_Highly Rural/ Rural;dev_premium;entre 500 et 600;45140;
365;01/01/2022;1998;M;non;entre 1 et 2;entre 1 et 6;0 - 15 000;0;Commercial;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;62800;
366;01/05/2022;1960;M;non;3+;entre 1 et 6;0 - 15 000;0;Private;Minivan;non renseigné;Highly Urban/ Urban;dev_integral;entre 300 et 400;24100;
367;01/04/2022;1983;F;non;entre 1 et 2;entre 1 et 6;25 000 - 40 000;80 000 - 150 000;Private;Minivan;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 200 et 300;93290;
368;01/02/2022;1961;F;non;0;0;60 000+;250 000 - 400 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;30140;
369;01/01/2022;1954;F;non;0;0;25 000 - 40 000;0;Private;Minivan;entre 4 et 10;z_Highly Rural/ Rural;dev_express;entre 200 et 300;80570;
370;01/02/2022;2014;M;non;entre 1 et 2;0;40 000 - 60 000;0;Private;Sports Car;entre 10 et 15;Highly Urban/ Urban;dev_premium;entre 400 et 500;12140;
371;01/01/2022;1989;F;oui;entre 1 et 2;0;0 - 15 000;80 000 - 150 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;64110;
372;01/01/2022;1963;M;non;0;0;0 - 15 000;150 000 - 250 000;Private;Minivan;non renseigné;Highly Urban/ Urban;dev_integral;entre 300 et 400;46500;
373;01/05/2022;1938;M;non;0;entre 1 et 6;40 000 - 60 000;0;Commercial;Panel Truck;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;94880;
374;01/03/2022;1973;F;non;entre 1 et 2;entre 1 et 6;0 - 15 000;0;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;65140;
375;01/04/2022;1972;F;non;0;entre 1 et 6;25 000 - 40 000;0;Private;z_SUV;non renseigné;Highly Urban/ Urban;dev_express;entre 200 et 300;64300;
376;01/05/2022;1978;M;non;entre 1 et 2;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;11150;
377;01/01/2022;1955;F;non;entre 1 et 2;0;25 000 - 40 000;80 000 - 150 000;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_premium;entre 400 et 500;59700;
378;01/05/2022;2002;M;non;entre 1 et 2;0;60 000+;150 000 - 250 000;Private;Minivan;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;46800;
379;01/01/2022;1952;M;oui;entre 1 et 2;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;18100;
380;01/04/2022;1967;F;non;0;0;60 000+;250 000 - 400 000;Private;Minivan;non renseigné;Highly Urban/ Urban;dev_integral;entre 300 et 400;48000;
381;01/01/2022;2011;M;non;entre 1 et 2;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;12000;
382;01/01/2022;1945;M;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Van;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;39260;
383;01/03/2022;1955;M;non;0;entre 1 et 6;60 000+;0;Commercial;Van;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;85640;
384;01/01/2022;1949;M;non;0;0;60 000+;400 000+;Private;Sports Car;entre 10 et 15;Highly Urban/ Urban;dev_premium;entre 400 et 500;41100;
385;01/05/2022;2012;M;non;3+;0;60 000+;150 000 - 250 000;Commercial;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;3600;
386;01/04/2022;1957;F;non;entre 1 et 2;entre 1 et 6;25 000 - 40 000;80 000 - 150 000;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;35620;
387;01/02/2022;2010;M;non;0;entre 1 et 6;60 000+;0;Private;Minivan;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;8000;
388;01/03/2022;1933;F;non;0;0;0 - 15 000;150 000 - 250 000;Private;Pickup;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;71390;
389;01/01/2022;1983;M;non;0;0;25 000 - 40 000;0;Private;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_express;entre 200 et 300;15000;
390;01/02/2022;1950;M;non;entre 1 et 2;0;60 000+;0;Private;Minivan;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;80230;
391;01/04/2022;1981;F;oui;entre 1 et 2;0;60 000+;250 000 - 400 000;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;15160;
392;01/03/2022;1985;F;non;0;entre 1 et 6;0 - 15 000;250 000 - 400 000;Private;Sports Car;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;53200;
393;01/05/2022;1979;F;non;0;entre 1 et 6;0 - 15 000;0;Commercial;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;72200;
394;01/01/2022;1975;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Panel Truck;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;25250;
395;01/03/2022;1951;F;non;0;0;60 000+;250 000 - 400 000;Private;Van;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;68200;
396;01/01/2022;1945;M;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;76100;
397;01/02/2022;1985;F;oui;3+;entre 1 et 6;60 000+;150 000 - 250 000;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 400 et 500;49360;
398;01/04/2022;1931;M;non;0;0;0 - 15 000;0;Private;z_SUV;15+;z_Highly Rural/ Rural;dev_premium;entre 300 et 400;44700;
399;01/02/2022;1945;M;non;0;entre 1 et 6;0 - 15 000;80 000 - 150 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;11100;
400;01/04/2022;1951;M;oui;3+;0;60 000+;0;Commercial;Minivan;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 200 et 300;43110;
401;01/02/2022;2009;F;non;0;entre 7 et 11;0 - 15 000;150 000 - 250 000;Commercial;Sports Car;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;81290;
402;01/04/2022;2019;M;non;0;0;60 000+;0;Commercial;Panel Truck;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;9100;
403;01/01/2022;1934;M;non;3+;entre 7 et 11;0 - 15 000;0;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;46130;
404;01/01/2022;1958;M;non;0;0;60 000+;0;Commercial;Panel Truck;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;54740;
405;01/01/2022;1964;M;non;0;entre 1 et 6;60 000+;0;Commercial;Panel Truck;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;14440;
406;01/04/2022;2019;F;non;entre 1 et 2;0;40 000 - 60 000;0;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;52400;
407;01/02/2022;2002;F;non;entre 1 et 2;0;60 000+;250 000 - 400 000;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;32190;
408;01/04/2022;2013;M;non;entre 1 et 2;entre 1 et 6;60 000+;150 000 - 250 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 300 et 400;25800;
409;01/03/2022;1983;M;non;0;entre 1 et 6;0 - 15 000;250 000 - 400 000;Commercial;Van;entre 10 et 15;Highly Urban/ Urban;dev_premium;entre 300 et 400;29630;
410;01/02/2022;1960;F;non;0;0;0 - 15 000;0 - 80 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 300 et 400;20000;
411;01/03/2022;1959;M;non;3+;entre 1 et 6;25 000 - 40 000;80 000 - 150 000;Commercial;Van;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;51400;
412;01/03/2022;1973;M;non;0;0;60 000+;250 000 - 400 000;Private;Sports Car;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;83110;
413;01/04/2022;1942;F;non;0;0;60 000+;250 000 - 400 000;Private;Pickup;non renseigné;Highly Urban/ Urban;dev_premium;entre 400 et 500;74240;
414;01/01/2022;2014;F;non;0;entre 1 et 6;0 - 15 000;80 000 - 150 000;Private;z_SUV;15+;z_Highly Rural/ Rural;dev_premium;entre 400 et 500;18240;
415;01/02/2022;1946;M;non;0;0;60 000+;0;Commercial;Pickup;15+;Highly Urban/ Urban;dev_integral;entre 200 et 300;88220;
416;01/03/2022;1967;F;non;0;0;25 000 - 40 000;80 000 - 150 000;Private;Pickup;non renseigné;Highly Urban/ Urban;dev_express;entre 200 et 300;24000;
417;01/05/2022;1972;M;non;0;entre 1 et 6;0 - 15 000;0;Private;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;17700;
418;01/03/2022;1985;F;non;3+;entre 7 et 11;0 - 15 000;0;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;21120;
419;01/03/2022;1950;M;non;0;entre 1 et 6;0 - 15 000;80 000 - 150 000;Private;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;85770;
420;01/01/2022;1987;F;non;3+;0;0 - 15 000;80 000 - 150 000;Commercial;Panel Truck;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;59240;
421;01/05/2022;1954;M;oui;entre 1 et 2;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Commercial;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;16440;
422;01/04/2022;2007;M;non;0;entre 7 et 11;60 000+;0;Private;Van;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;23600;
423;01/04/2022;1957;M;non;0;entre 1 et 6;0 - 15 000;80 000 - 150 000;Private;Minivan;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;73200;
424;01/03/2022;1940;M;non;0;entre 1 et 6;60 000+;0;Commercial;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;81200;
425;01/04/2022;1934;F;non;0;0;60 000+;0;Private;Sports Car;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;41600;
426;01/04/2022;1976;M;non;0;entre 1 et 6;60 000+;0;Commercial;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_premium;entre 400 et 500;19600;
427;01/03/2022;1981;M;oui;entre 1 et 2;0;15 000 - 25 000;150 000 - 250 000;Commercial;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 500 et 600;66000;
428;01/04/2022;1964;F;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;87000;
429;01/05/2022;1960;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Panel Truck;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;49000;
430;01/04/2022;1952;F;oui;entre 1 et 2;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Private;z_SUV;entre 10 et 15;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;33610;
431;01/01/2022;1975;F;non;0;entre 1 et 6;25 000 - 40 000;80 000 - 150 000;Commercial;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;18100;
432;01/05/2022;2003;M;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Commercial;Panel Truck;entre 4 et 10;z_Highly Rural/ Rural;dev_vip;entre 900 et 1000;83210;
433;01/01/2022;1931;F;non;0;0;0 - 15 000;150 000 - 250 000;Commercial;Pickup;15+;Highly Urban/ Urban;dev_integral;entre 200 et 300;8700;
434;01/04/2022;2014;F;non;0;0;25 000 - 40 000;80 000 - 150 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;11400;
435;01/02/2022;1950;F;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Panel Truck;non renseigné;Highly Urban/ Urban;dev_integral;entre 300 et 400;13104;
436;01/04/2022;1965;F;non;0;0;0 - 15 000;0;Commercial;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;44390;
437;01/02/2022;1940;F;non;0;entre 1 et 6;60 000+;0;Commercial;Pickup;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;55300;
438;01/04/2022;1964;F;non;3+;0;40 000 - 60 000;150 000 - 250 000;Private;Van;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;34290;
439;01/02/2022;1944;M;non;3+;entre 1 et 6;0 - 15 000;0;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 400 et 500;63910;
440;01/01/2022;1963;F;non;entre 1 et 2;0;0 - 15 000;80 000 - 150 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;85360;
441;01/03/2022;1994;F;non;0;0;0 - 15 000;0;Commercial;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 300 et 400;46400;
442;01/03/2022;1951;F;non;0;0;0 - 15 000;250 000 - 400 000;Private;Pickup;non renseigné;Highly Urban/ Urban;dev_integral;entre 300 et 400;69190;
443;01/05/2022;1973;F;non;0;0;25 000 - 40 000;80 000 - 150 000;Commercial;Pickup;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;59440;
444;01/03/2022;1936;F;non;entre 1 et 2;0;40 000 - 60 000;150 000 - 250 000;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;47320;
445;01/04/2022;1950;M;non;0;entre 1 et 6;0 - 15 000;80 000 - 150 000;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;39120;
446;01/04/2022;1943;F;non;0;entre 1 et 6;60 000+;0;Commercial;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;33000;
447;01/05/2022;1975;M;non;entre 1 et 2;entre 1 et 6;60 000+;250 000 - 400 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;93250;
448;01/03/2022;1959;M;non;entre 1 et 2;entre 1 et 6;0 - 15 000;80 000 - 150 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;55310;
449;01/03/2022;1954;F;oui;3+;entre 1 et 6;15 000 - 25 000;80 000 - 150 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;62700;
450;01/01/2022;1940;F;non;entre 1 et 2;0;60 000+;0;Private;Sports Car;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;44160;
451;01/01/2022;1995;M;non;0;entre 7 et 11;0 - 15 000;150 000 - 250 000;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;82130;
452;01/03/2022;1932;F;non;entre 1 et 2;entre 1 et 6;0 - 15 000;80 000 - 150 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;92220;
453;01/02/2022;1971;F;non;0;0;60 000+;250 000 - 400 000;Private;z_SUV;15+;Highly Urban/ Urban;dev_premium;entre 400 et 500;46100;
454;01/03/2022;1985;M;non;0;0;60 000+;0;Commercial;Van;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;17220;
455;01/05/2022;1999;F;non;3+;0;40 000 - 60 000;80 000 - 150 000;Commercial;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;94240;
456;01/03/2022;1987;F;non;0;0;60 000+;250 000 - 400 000;Commercial;Pickup;non renseigné;Highly Urban/ Urban;dev_integral;entre 200 et 300;41500;
457;01/02/2022;1971;F;non;0;entre 1 et 6;60 000+;0;Commercial;Van;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;56600;
458;01/04/2022;1987;F;non;entre 1 et 2;entre 1 et 6;0 - 15 000;80 000 - 150 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 400 et 500;71000;
459;01/03/2022;1996;M;non;0;0;60 000+;400 000+;Private;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;39300;
460;01/01/2022;1987;M;oui;3+;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;5000;
461;01/03/2022;1965;M;non;0;0;0 - 15 000;80 000 - 150 000;Private;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_premium;entre 300 et 400;20290;
462;01/04/2022;1976;M;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;3460;
463;01/02/2022;1990;M;non;0;0;60 000+;250 000 - 400 000;Commercial;Panel Truck;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;82000;
464;01/04/2022;1965;F;non;0;entre 1 et 6;40 000 - 60 000;80 000 - 150 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;6530;
465;01/05/2022;1949;M;oui;entre 1 et 2;0;0 - 15 000;80 000 - 150 000;Commercial;Pickup;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 200 et 300;91540;
466;01/03/2022;1937;M;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Commercial;Pickup;entre 10 et 15;z_Highly Rural/ Rural;dev_express;entre 200 et 300;89100;
